Date,Open,High,Low,Shares Traded,Turnover (Rs. Cr),Close
21-Oct-15,8258.35,8294.4,8217.15,149270047,6689.35,8251.7
23-Oct-15,8308.25,8328.1,8280.75,156664310,7466.28,8295.45
26-Oct-15,8333.65,8336.3,8252.05,138006303,6799.49,8260.55
27-Oct-15,8230.35,8241.95,8217.05,161493491,8271.49,8232.9
28-Oct-15,8188.9,8209.1,8131.8,194708669,9131.44,8171.2
29-Oct-15,8175.45,8179.6,8098,224234135,10569.95,8111.75
30-Oct-15,8123.55,8146.1,8044.4,205663493,9218.39,8065.8
02-Nov-15,8054.55,8060.7,7995.6,140323983,6552.67,8050.8
03-Nov-15,8086.35,8100.35,8031.75,136625382,5955.64,8060.7
04-Nov-15,8104.9,8116.1,8027.3,125935846,5696.01,8040.2
05-Nov-15,8030.35,8031.2,7944.1,136223827,6001.38,7955.45
06-Nov-15,7956.55,8002.65,7926.15,226329409,8771.77,7954.3
09-Nov-15,7788.25,7937.75,7771.7,218422388,9376.17,7915.2
10-Nov-15,7877.6,7885.1,7772.85,170267413,7153.47,7783.35
11-Nov-15,7838.8,7847.95,7819.1,22380435,1123.44,7825
13-Nov-15,7762.45,7775.1,7730.9,165876819,7731.55,7762.25
16-Nov-15,7732.95,7838.85,7714.15,154134885,6871.15,7806.6
17-Nov-15,7848.75,7860.45,7793,149451211,6367.14,7837.55
18-Nov-15,7823.15,7843.4,7725.05,148037721,6112.32,7731.8
19-Nov-15,7788.5,7854.9,7765.45,136702518,7410.15,7842.75
20-Nov-15,7841.9,7906.95,7817.8,156610433,7298.01,7856.55
23-Nov-15,7869.5,7877.5,7825.2,130871603,6099.09,7849.25
24-Nov-15,7837,7870.35,7812.65,134562905,6686.27,7831.6
26-Nov-15,7837.15,7897.1,7832,226632193,11054.04,7883.8
27-Nov-15,7910.6,7959.3,7879.45,154863047,7068.72,7942.7
30-Nov-15,7936.25,7966,7922.8,223041699,15368.67,7935.25
01-Dec-15,7958.15,7972.15,7934.15,142945421,6796.67,7954.9
02-Dec-15,7976.7,7979.3,7910.8,130207404,6242.53,7931.35
03-Dec-15,7902.3,7912.3,7853.3,129628400,5636.41,7864.15
04-Dec-15,7817.6,7821.4,7775.7,157231681,7758.36,7781.9
07-Dec-15,7816.55,7825.4,7746.05,141893279,6403.97,7765.4
08-Dec-15,7738.5,7771.25,7685.45,139318392,5986.06,7701.7
09-Dec-15,7695.5,7702.85,7606.9,144315690,6599.6,7612.5
10-Dec-15,7643.3,7691.95,7610,145249292,6492.02,7683.3
11-Dec-15,7699.6,7703.05,7575.3,172996480,6894.44,7610.45
14-Dec-15,7558.2,7663.95,7551.05,153492615,6290.42,7650.05
15-Dec-15,7659.15,7705,7625.1,138479057,6152.14,7700.9
16-Dec-15,7725.25,7776.6,7715.75,159149338,6703.76,7750.9
17-Dec-15,7783.05,7852.9,7737.55,181256780,7367.15,7844.35
18-Dec-15,7828.9,7836.15,7753.35,197319843,8074.5,7761.95
21-Dec-15,7745.65,7840.75,7733.45,130174102,5558.38,7834.45
22-Dec-15,7829.4,7846.3,7776.85,129633328,5028.11,7786.1
23-Dec-15,7830.45,7871.45,7826.1,121480721,4663.45,7865.95
24-Dec-15,7888.75,7888.75,7835.5,96374245,3383.99,7861.05
28-Dec-15,7863.2,7937.2,7863,126737811,5755.48,7925.15
29-Dec-15,7929.2,7942.15,7902.75,116535971,4950.36,7928.95
30-Dec-15,7938.6,7944.75,7889.85,110145855,4392.87,7896.25
31-Dec-15,7897.8,7955.55,7891.15,155645098,6780.85,7946.35
01-Jan-16,7938.45,7972.55,7909.8,64843836,2613.91,7963.2
04-Jan-16,7924.55,7937.55,7781.1,138864905,5897.08,7791.3
05-Jan-16,7828.4,7831.2,7763.25,149672973,5948.51,7784.65
06-Jan-16,7788.05,7800.95,7721.2,151715828,6722.17,7741
07-Jan-16,7673.35,7674.95,7556.6,194732861,7803.21,7568.3
08-Jan-16,7611.65,7634.1,7581.05,162348690,6753.57,7601.35
11-Jan-16,7527.45,7605.1,7494.35,194836791,7327.15,7563.85
12-Jan-16,7587.2,7588.3,7487.8,168975973,7071.48,7510.3
13-Jan-16,7557.9,7590.95,7425.8,221908258,9585.17,7562.4
14-Jan-16,7467.4,7604.8,7443.8,206988549,9246.75,7536.8
15-Jan-16,7561.65,7566.5,7427.3,203643071,8279.07,7437.8
18-Jan-16,7420.35,7463.65,7336.4,240798183,8431.56,7351
19-Jan-16,7381.8,7462.75,7364.15,194068339,7038.84,7435.1
20-Jan-16,7357,7470.9,7241.5,232614141,8794.16,7309.3
21-Jan-16,7376.65,7398.7,7250,248113284,9401.16,7276.8
22-Jan-16,7355.7,7433.4,7327.6,236282061,7666.39,7422.45
25-Jan-16,7468.75,7487.15,7421.2,168202502,5910.99,7436.15
27-Jan-16,7469.6,7477.9,7419.7,193389891,6834.77,7437.75
28-Jan-16,7426.5,7468.85,7409.6,283036298,10049.88,7424.65
29-Jan-16,7413.35,7575.65,7402.8,307934042,11277.33,7563.55
01-Feb-16,7589.5,7600.45,7541.25,206645021,8209.5,7555.95
02-Feb-16,7566.65,7576.3,7428.05,237338907,8030.99,7455.55
03-Feb-16,7392.45,7419.4,7350.3,197863301,6748.17,7361.8
04-Feb-16,7411.45,7457.05,7365.95,229563364,7465.35,7404
05-Feb-16,7418.25,7503.15,7406.65,257518899,8628.24,7489.1
08-Feb-16,7489.7,7512.55,7363.2,176758985,5746.45,7387.25
09-Feb-16,7303.95,7323.45,7275.15,218730280,7415.13,7298.2
10-Feb-16,7264.3,7271.85,7177.75,254481339,8129.65,7215.7
11-Feb-16,7203.6,7208.65,6959.95,301302956,9250.27,6976.35
12-Feb-16,7023.65,7034.8,6869,344210729,11062.63,6980.95
15-Feb-16,7057.35,7182.8,7056.8,365217073,10204.34,7162.95
16-Feb-16,7201.25,7204.65,7037.7,261607451,7638.39,7048.25
17-Feb-16,7058.85,7123.7,6960.65,268017961,7686.32,7108.45
18-Feb-16,7177.4,7215.1,7127.85,254331498,8051.51,7191.75
19-Feb-16,7170.55,7226.85,7145.95,198206480,6156.58,7210.75
22-Feb-16,7208.85,7252.4,7200.7,159162842,5832.89,7234.55
23-Feb-16,7240.3,7241.7,7090.7,200396978,6433.16,7109.55
24-Feb-16,7075,7090.8,7009.75,205898417,6497.18,7018.7
25-Feb-16,7029.85,7034.2,6961.4,291932544,9090.16,6970.6
26-Feb-16,7039.3,7052.9,6985.1,213142575,6880.96,7029.75
29-Feb-16,7050.45,7094.6,6825.8,487969285,15992.15,6987.05
01-Mar-16,7038.25,7235.5,7035.1,283561570,9896.58,7222.3
02-Mar-16,7321.7,7380.35,7308.15,348965708,10983.06,7368.85
03-Mar-16,7429.55,7483.95,7406.05,287248532,9255.43,7475.6
04-Mar-16,7505.4,7505.9,7444.1,290441230,8135.06,7485.35
08-Mar-16,7486.4,7527.15,7442.15,264945393,8417.86,7485.3
09-Mar-16,7436.1,7539,7424.3,252709391,9036.29,7531.8
10-Mar-16,7545.35,7547.1,7447.4,231584305,8875.92,7486.15
11-Mar-16,7484.85,7543.95,7460.6,204806572,7558.55,7510.2
14-Mar-16,7542.6,7583.7,7515.05,172067214,6330.45,7538.75
15-Mar-16,7535.85,7545.2,7452.8,199653871,7577.78,7460.6
16-Mar-16,7457.05,7508,7405.15,201430035,7102.59,7498.75
17-Mar-16,7557.4,7585.3,7479.4,247043954,9539.89,7512.55
18-Mar-16,7534.65,7613.6,7517.9,244727490,9971.59,7604.35
21-Mar-16,7619.2,7713.55,7617.7,202853386,8381.51,7704.25
22-Mar-16,7695.55,7728.2,7643.8,215355848,8628.05,7714.9
23-Mar-16,7717.45,7726.85,7670.6,205794773,7612.54,7716.5
28-Mar-16,7741,7749.4,7587.7,249905118,10102.36,7615.1
29-Mar-16,7606.55,7652.9,7582.25,223493457,10474.75,7597
30-Mar-16,7651.1,7741.95,7643.45,239843751,9908.6,7735.2
31-Mar-16,7727.65,7777.6,7702,391914059,15918.74,7738.4
01-Apr-16,7718.05,7740.15,7666.1,189571551,8118.47,7713.05
04-Apr-16,7733.15,7764.45,7704.4,160277940,6506.44,7758.8
05-Apr-16,7736.3,7736.3,7588.65,210126897,8412.34,7603.2
06-Apr-16,7636.05,7638.65,7591.75,170653808,6802.69,7614.35
07-Apr-16,7630.4,7630.75,7535.85,241684050,7709.23,7546.45
08-Apr-16,7542.35,7569.35,7526.7,147816460,5981.23,7555.2
11-Apr-16,7577.8,7678.8,7516.85,185353268,7055.61,7671.4
12-Apr-16,7669.25,7717.4,7663.35,168508978,6945.44,7708.95
13-Apr-16,7777.15,7864.8,7772.2,227217288,10071.44,7850.45
18-Apr-16,7908.15,7920.6,7842.75,190258561,10356.03,7914.7
20-Apr-16,7950.05,7950.4,7877.55,211630060,10069.83,7914.75
21-Apr-16,7953.65,7978.45,7884.1,230577117,9613.3,7912.05
22-Apr-16,7891.8,7923.35,7873.35,188988540,7714.04,7899.3
25-Apr-16,7894.8,7911,7827,150776959,7362.13,7855.05
26-Apr-16,7828.15,7974.5,7822.55,208656803,9686.21,7962.65
27-Apr-16,7942,7991,7940.55,213174058,9669.04,7979.9
28-Apr-16,7967.4,7992,7834.45,301485186,14943.3,7847.25
29-Apr-16,7844.25,7889.05,7788.7,251227047,9872.58,7849.8
02-May-16,7822.7,7829.8,7777.3,150818181,6079.16,7805.9
03-May-16,7824.8,7890.25,7735.15,192271370,8536.83,7747
04-May-16,7724.15,7749,7697.25,205939089,7816.27,7706.55
05-May-16,7731,7777.55,7706.85,190792828,8089.45,7735.5
06-May-16,7717.65,7738.9,7678.35,168662226,6296.51,7733.45
09-May-16,7755.25,7873.65,7753.55,165616829,7559.77,7866.05
10-May-16,7873.55,7896.9,7837.7,166957276,7306.72,7887.8
11-May-16,7804.65,7893.1,7780.9,220712496,9394.05,7848.85
12-May-16,7871.45,7916.05,7849.65,157444918,7171.91,7900.4
13-May-16,7881,7881,7784.2,185061782,10152.08,7814.9
16-May-16,7831.2,7873.9,7772.15,211547775,7790.24,7860.75
17-May-16,7896.85,7940.1,7879.7,189140810,8195.95,7890.75
18-May-16,7938.45,7882.05,7810.75,161169418,7333.13,7870.15
19-May-16,7875.5,7876.2,7766.8,175711829,7163.38,7783.4
20-May-16,7792.2,7812.4,7735.75,161889432,6798.89,7749.7
23-May-16,7813.95,7820.6,7722.2,177347948,7141.74,7731.05
24-May-16,7738.05,7761.55,7715.8,151538169,6119.23,7748.85
25-May-16,7811.8,7941.2,7809.3,181636649,8202.39,7934.9
26-May-16,7974.45,8083,7948.5,272456307,12422,8069.65
27-May-16,8081.95,8164.2,8077.05,268963949,10607.22,8156.65
30-May-16,8166.5,8200,8150.8,255086293,9199.38,8178.5
31-May-16,8209.85,8213.6,8134.3,485645737,21491.53,8160.1
01-Jun-16,8179.2,8215.35,8171.05,200371829,8408.53,8179.95
02-Jun-16,8156.9,8229.5,8154.75,187316365,8389.69,8218.95
03-Jun-16,8246.2,8262,8209.85,390652017,10762.52,8220.8
06-Jun-16,8228.75,8234.7,8186.05,176885226,7657.92,8201.05
07-Jun-16,8235.55,8294.95,8216.4,249365706,10462.49,8266.45
08-Jun-16,8285.5,8288.9,8252.05,179710369,7614.02,8273.05
09-Jun-16,8273.35,8273.35,8184.6,180293039,7973.1,8203.6
10-Jun-16,8180.25,8265.6,8162.85,187757375,7853.83,8170.05
13-Jun-16,8102.25,8125.25,8063.9,174916286,7343.99,8110.6
14-Jun-16,8134.4,8134.95,8069.5,150042362,6003.23,8108.85
15-Jun-16,8139.4,8213.2,8123.15,174953935,6945.89,8206.6
16-Jun-16,8180.65,8180.65,8074.45,195028743,7764.57,8140.75
17-Jun-16,8176.65,8195.25,8135.8,171842760,7741.9,8170.2
20-Jun-16,8115.75,8244.15,8107.35,173750792,7392.97,8238.5
21-Jun-16,8255.4,8257.25,8202.15,141161921,5978.26,8219.9
22-Jun-16,8213.65,8238.35,8153.25,140268297,6377.69,8203.7
23-Jun-16,8201.15,8285.6,8188.3,158852677,6805.86,8270.45
24-Jun-16,8029.1,8100.7,7927.05,306803641,13263.08,8088.6
27-Jun-16,8039.35,8120.65,8039.35,167462711,7614.06,8094.7
28-Jun-16,8096.05,8146.35,8086.85,175724276,7777.39,8127.85
29-Jun-16,8173.1,8212.4,8157.65,151499716,6940.87,8204
30-Jun-16,8260.25,8308.15,8242.1,288031935,12346.32,8287.75
01-Jul-16,8313.05,8356.75,8308.65,170581881,7358.38,8328.35
04-Jul-16,8376.75,8398.45,8364.7,158955823,6662.92,8370.7
05-Jul-16,8379.3,8381.45,8319.95,143253937,5976.01,8335.95
07-Jul-16,8342,8361.95,8317.7,160327315,7592.94,8337.9
08-Jul-16,8350,8353.3,8287.55,142159935,6886.33,8323.2
11-Jul-16,8413.35,8475.25,8407.05,154399933,7576.69,8467.9
12-Jul-16,8502.6,8526.6,8479.2,189339750,7873.74,8521.05
13-Jul-16,8540.45,8550.25,8493.55,201492184,8284.38,8519.5
14-Jul-16,8515.75,8571.4,8500.7,158738499,6890.07,8565
15-Jul-16,8565.45,8594.8,8510.05,228598684,12375.84,8541.4
18-Jul-16,8564.05,8587.1,8494.35,169400452,8200.06,8508.7
19-Jul-16,8514.3,8540.05,8476.7,173050805,7928.14,8528.55
20-Jul-16,8515.45,8569.9,8512.55,165349380,7936.36,8565.85
21-Jul-16,8582.7,8585.25,8503.45,154575685,7399.71,8510.1
22-Jul-16,8519.65,8548.95,8489.8,147619642,6504,8541.2
25-Jul-16,8519.95,8641.15,8517.2,154631398,7850.12,8635.65
26-Jul-16,8633.75,8644.9,8577.15,159563469,8765.45,8590.65
27-Jul-16,8599.4,8665,8572.05,189796380,10885.88,8615.8
28-Jul-16,8636.95,8674.7,8625.25,240721865,12998.06,8666.3
29-Jul-16,8668.3,8670.35,8631.15,161935155,8428.8,8638.5
01-Aug-16,8654.3,8711.3,8590.5,194186858,9881.67,8636.55
02-Aug-16,8647.45,8687.2,8611.4,174556789,8652.31,8622.9
03-Aug-16,8635.2,8635.45,8529.6,168033073,8507.82,8544.85
04-Aug-16,8599.95,8601.4,8518.15,169780463,7399.03,8551.1
05-Aug-16,8600.2,8689.4,8590.15,162784913,7635.01,8683.15
08-Aug-16,8712.85,8723.5,8697.6,177877012,7862.15,8711.35
09-Aug-16,8727.8,8728.35,8638.2,206261255,9111.4,8678.25
10-Aug-16,8686.7,8690.1,8564.6,178963496,8206.18,8575.3
11-Aug-16,8572.8,8601.15,8540.05,195114539,8634.8,8592.15
12-Aug-16,8605.45,8684.3,8604.45,272014034,11998.86,8672.15
16-Aug-16,8670.25,8682.35,8600.45,231771409,10937.35,8642.55
17-Aug-16,8639.8,8667.1,8603.6,179540691,8161.38,8624.05
18-Aug-16,8648.85,8690.7,8645.05,169431656,7900.6,8673.25
19-Aug-16,8694.3,8696.6,8647.1,197770568,8354.88,8666.9
22-Aug-16,8667,8684.85,8614,156976546,7394.57,8629.15
23-Aug-16,8628.35,8642.15,8580,193302503,7309.82,8632.6
24-Aug-16,8648.5,8661.05,8620.9,154168043,7199.72,8650.3
25-Aug-16,8668.85,8683.05,8583.65,219736214,10508.32,8592.2
26-Aug-16,8614.35,8622.95,8547.55,152146666,7153.37,8572.55
29-Aug-16,8583.75,8622,8543.75,133723771,6857.99,8607.45
30-Aug-16,8646.75,8750.6,8642.25,154828719,8392.76,8744.35
31-Aug-16,8754.05,8819.2,8754.05,373422334,22534.29,8786.2
01-Sep-16,8793.6,8813.25,8759.95,246336047,9653.93,8774.65
02-Sep-16,8796.35,8824.1,8768.2,197385217,8231.93,8809.65
06-Sep-16,8852.7,8950.85,8848.45,201617132,9571.31,8943
07-Sep-16,8968.7,8968.7,8913.35,299145644,11430.95,8917.95
08-Sep-16,8915.5,8960.35,8896,223937056,10773.98,8952.5
09-Sep-16,8934.3,8939.15,8858.7,181344327,9976.28,8866.7
12-Sep-16,8732.95,8746.95,8699.4,190199613,9248.73,8715.6
14-Sep-16,8710.65,8739.85,8688.9,189984289,9112.57,8726.6
15-Sep-16,8743.85,8751.95,8704.35,149889703,7347.34,8742.55
16-Sep-16,8780.85,8847.65,8750.5,274039556,14430.63,8779.85
19-Sep-16,8788.45,8824.3,8774.2,135814177,7364.64,8808.4
20-Sep-16,8816.1,8816.45,8759.3,140718486,7035.07,8775.9
21-Sep-16,8790.3,8826.85,8757.3,153441330,7572.41,8777.15
22-Sep-16,8873.35,8893.35,8837.8,178136644,9305.56,8867.45
23-Sep-16,8880.75,8885.2,8820.3,191618169,9793.98,8831.55
26-Sep-16,8807.9,8809.55,8715.1,169050086,8518.5,8723.05
27-Sep-16,8748.9,8768.5,8690.5,156100521,7446.12,8706.4
28-Sep-16,8711.2,8767.05,8703.15,170643694,8348.19,8745.15
29-Sep-16,8792.7,8800.65,8558.25,384395249,19467.3,8591.25
30-Sep-16,8581.5,8637.15,8555.2,187333285,8849.27,8611.15
03-Oct-16,8666.15,8745.2,8635,141472076,7173.62,8738.1
04-Oct-16,8770,8783.65,8736.1,189990151,8251.59,8769.15
05-Oct-16,8806.35,8806.95,8731.4,162103951,6866.33,8743.95
06-Oct-16,8768.7,8781.15,8684.65,168713605,8114.93,8709.55
07-Oct-16,8721.7,8723.7,8663.8,155053800,8144.3,8697.6
10-Oct-16,8735.35,8745.8,8703.95,111794053,5159.83,8708.8
13-Oct-16,8671.5,8681.55,8541.35,218861324,10581.55,8573.35
14-Oct-16,8594,8604.45,8549.8,167848947,9613.47,8583.4
17-Oct-16,8612.95,8615.4,8506.15,203516577,8590.35,8520.4
18-Oct-16,8556.05,8685.1,8555.9,216626083,9162.11,8677.9
19-Oct-16,8697.5,8698.75,8636.7,177397872,7790.01,8659.1
20-Oct-16,8693.35,8727,8678.3,165952091,7120.32,8699.4
21-Oct-16,8708.6,8709.1,8652.05,162162047,8022.44,8693.05
24-Oct-16,8709.85,8736.95,8684.15,161966274,6876.28,8708.95
25-Oct-16,8721.7,8722.65,8663.45,195696479,8718.02,8691.3
26-Oct-16,8657.3,8657.3,8596.6,226133074,9696.9,8615.25
27-Oct-16,8607.1,8624.85,8550.25,250336333,12300.53,8615.25
28-Oct-16,8625,8653.75,8581.75,180906084,8953.72,8638
30-Oct-16,8672.35,8678.25,8616.25,16610872,805.89,8625.7
01-Nov-16,8653.15,8669.6,8614.5,170068995,8441.3,8626.25
02-Nov-16,8542.8,8549.5,8504.85,160130480,7683.07,8514
03-Nov-16,8499.85,8537.65,8476.15,175773254,7558.06,8484.95
04-Nov-16,8503.6,8504,8400.25,231783152,11798.48,8433.75
07-Nov-16,8535.75,8535.85,8481.45,178070534,8436.7,8497.05
08-Nov-16,8540,8559.4,8480.1,201759648,8515.57,8543.55
09-Nov-16,8067.5,8476.2,8002.25,323968654,15536.37,8432
10-Nov-16,8555.6,8598.45,8510.7,271196930,12386.39,8525.75
11-Nov-16,8456.65,8460.6,8284.95,275221694,12485.11,8296.3
15-Nov-16,8284.85,8288.55,8093.2,370298063,17387.22,8108.45
16-Nov-16,8205.65,8210.05,8089.4,277801233,13705.03,8111.6
17-Nov-16,8105.1,8151.25,8060.3,197183084,8713.06,8079.95
18-Nov-16,8097.55,8128.95,8048.3,166199545,7901.64,8074.1
21-Nov-16,8102.1,8102.45,7916.4,225608889,9199.11,7929.1
22-Nov-16,7989.15,8019.05,7938.15,216677654,9000.44,8002.3
23-Nov-16,8051.2,8055.2,7973.1,186602328,8681.67,8033.3
24-Nov-16,8011.8,8024.85,7952.55,268619026,11868.11,7965.5
25-Nov-16,8007.95,8122.25,7976.75,183355873,8920.79,8114.3
28-Nov-16,8080.65,8146.5,8066.5,195595287,8666.87,8126.9
29-Nov-16,8131.55,8197.35,8128.7,195618384,8486.32,8142.15
30-Nov-16,8172.15,8234.25,8139.25,255725357,14473.78,8224.5
01-Dec-16,8244,8250.8,8185.05,162597213,7720.96,8192.9
02-Jan-17,8210.1,8212,8133.8,122016111,5255.49,8179.5
03-Jan-17,8196.05,8219.1,8148.6,131186021,6053.67,8192.25
04-Jan-17,8202.65,8218.5,8180.9,136476345,6543.13,8190.5
05-Jan-17,8226.65,8282.65,8223.7,163957452,8180.68,8273.8
06-Jan-17,8281.85,8306.85,8233.25,143689850,7298.74,8243.8
09-Jan-17,8259.35,8263,8227.75,102211190,5197.62,8236.05
10-Jan-17,8262.7,8293.8,8261,147312927,6904.57,8288.6
11-Jan-17,8327.8,8389,8322.25,192285417,8938.68,8380.65
12-Jan-17,8391.05,8417.2,8382.3,177948383,7359.24,8407.2
13-Jan-17,8457.65,8461.05,8373.15,190949616,9156.16,8400.35
16-Jan-17,8390.95,8426.7,8374.4,127938836,6043.67,8412.8
17-Jan-17,8415.05,8440.9,8378.3,125781216,6389.21,8398
18-Jan-17,8403.85,8460.3,8397.4,168867039,7411.23,8417
19-Jan-17,8418.4,8445.15,8404.05,170956149,7324.14,8435.1
20-Jan-17,8404.35,8423.65,8340.95,208901233,9014.51,8349.35
23-Jan-17,8329.6,8404.15,8327.2,200993100,8664.94,8391.5
24-Jan-17,8407.05,8480.95,8398.15,184745781,8524.17,8475.8
25-Jan-17,8499.45,8612.6,8493.95,301490150,13901.89,8602.75
27-Jan-17,8610.5,8672.7,8606.9,283905821,11568.92,8641.25
30-Jan-17,8635.55,8662.6,8617.75,314110760,9333.49,8632.75
31-Jan-17,8629.45,8631.75,8552.4,537110119,14721.17,8561.3
01-Feb-17,8570.35,8722.4,8537.5,337797412,13494.05,8716.4
02-Feb-17,8724.75,8757.6,8685.8,292329202,11555.02,8734.25
03-Feb-17,8735.15,8748.25,8707.75,196936238,8193.45,8740.95
06-Feb-17,8785.45,8814.1,8770.2,200403782,8701.51,8801.05
07-Feb-17,8805.7,8809.3,8741.05,233294532,9060.63,8768.3
08-Feb-17,8774.55,8791.25,8715,225485726,9110.24,8769.05
09-Feb-17,8795.55,8821.4,8724.1,193282248,8972.67,8778.4
10-Feb-17,8812.35,8822.1,8771.2,232947341,10320.17,8793.55
13-Feb-17,8819.8,8826.9,8754.2,211180353,8659.48,8805.05
14-Feb-17,8819.9,8820.45,8772.5,194133563,8494.44,8792.3
15-Feb-17,8778.95,8807.9,8712.85,222828919,10472.37,8724.7
16-Feb-17,8739,8783.95,8719.6,190277738,9695.63,8778
17-Feb-17,8883.7,8896.45,8804.25,307526025,23432.58,8821.7
20-Feb-17,8818.55,8886.25,8809.8,173022362,7833.53,8879.2
21-Feb-17,8890.75,8920.8,8860.95,181091326,8863.71,8907.85
22-Feb-17,8931.6,8960.75,8905.25,254677956,13514.08,8926.9
23-Feb-17,8956.4,8982.15,8927.55,388874096,17243.08,8939.5
27-Feb-17,8943.7,8951.8,8888.65,195847099,10388.83,8896.7
28-Feb-17,8898.95,8914.75,8867.6,302722890,13819.57,8879.6
01-Mar-17,8904.4,8960.8,8898.6,212328974,9681.99,8945.8
02-Mar-17,8982.85,8992.5,8879.8,225608140,10075.19,8899.75
03-Mar-17,8883.5,8907.1,8860.1,208915878,9783.57,8897.55
06-Mar-17,8915.1,8967.8,8914,180194586,8955.06,8963.45
07-Mar-17,8977.75,8977.85,8932.8,178827506,8149.28,8946.9
08-Mar-17,8950.7,8957.05,8891.95,183325544,9489.36,8924.3
09-Mar-17,8914.5,8945.8,8899.5,176810453,8493.21,8927
10-Mar-17,8953.7,8975.7,8903.95,157419999,7385.28,8934.55
14-Mar-17,9091.65,9122.75,9060.5,278726933,14087.57,9087
15-Mar-17,9086.85,9106.55,9075.5,248033251,9671.51,9084.8
16-Mar-17,9129.65,9158.45,9128.55,215096446,9275.05,9153.7
17-Mar-17,9207.8,9218.4,9147.6,295554265,13226.29,9160.05
20-Mar-17,9166.95,9167.6,9116.3,342395900,9251.16,9126.85
21-Mar-17,9133.95,9147.75,9087.2,255396073,10191.6,9121.5
22-Mar-17,9047.2,9072.9,9019.3,239463699,10065.92,9030.45
23-Mar-17,9048.75,9099.05,9048.6,197705274,8699.36,9086.3
24-Mar-17,9104,9133.55,9089.4,210021581,8853.03,9108
27-Mar-17,9093.45,9094.85,9024.65,209036051,8921.57,9045.2
28-Mar-17,9081.5,9110.4,9079.8,188985603,8139.28,9100.8
29-Mar-17,9128.7,9153.15,9109.1,250902906,11089.43,9143.8
30-Mar-17,9142.6,9183.15,9136.35,333410368,15585.42,9173.75
31-Mar-17,9158.9,9191.7,9152.1,196771674,10955.05,9173.75
03-Apr-17,9220.6,9245.35,9192.4,143444541,8337.06,9237.85
05-Apr-17,9264.4,9273.9,9215.4,190529461,11461.96,9265.15
06-Apr-17,9245.8,9267.95,9218.85,191937207,10332.6,9261.95
07-Apr-17,9223.7,9250.5,9188.1,195918747,10217.13,9198.3
10-Apr-17,9225.6,9225.65,9174.85,139968750,8140.08,9181.45
11-Apr-17,9184.55,9242.7,9172.85,206261727,9385.2,9237
12-Apr-17,9242.5,9246.4,9161.8,166755013,8412.97,9203.45
13-Apr-17,9202.5,9202.65,9144.95,171695600,8908.17,9150.8
17-Apr-17,9144.75,9160,9120.25,132244225,6473.27,9139.3
18-Apr-17,9163,9217.9,9095.45,179569574,8527.5,9105.15
19-Apr-17,9112.2,9120.5,9075.15,179117382,8950.27,9103.5
20-Apr-17,9108.1,9143.9,9102.65,175629897,8843.5,9136.4
21-Apr-17,9179.1,9183.65,9088.75,159981265,8476.63,9119.4
24-Apr-17,9135.35,9225.4,9130.55,172908048,9720.75,9217.95
25-Apr-17,9273.05,9309.2,9250.35,173896951,10426.02,9306.6
26-Apr-17,9336.2,9367,9301.35,191395120,10483.32,9351.85
27-Apr-17,9359.15,9367.15,9322.65,215881711,12910.38,9342.15
28-Apr-17,9340.95,9342.65,9282.25,167229353,8673.32,9304.05
02-May-17,9339.85,9352.55,9269.9,166558241,9110.59,9313.8
03-May-17,9344.7,9346.3,9298.4,156342492,7975.14,9311.95
04-May-17,9360.95,9365.65,9323.25,277895923,12379.74,9359.9
05-May-17,9374.55,9377.1,9272,239133531,10466.68,9285.3
08-May-17,9311.45,9338.7,9297.95,179709949,8300.22,9314.05
09-May-17,9337.35,9338.95,9307.7,136417428,7504.66,9316.85
10-May-17,9339.65,9414.75,9336,157363135,8619.06,9407.3
11-May-17,9448.6,9450.65,9411.3,176439840,9289.89,9422.4
12-May-17,9436.65,9437.75,9372.55,159079418,9813.47,9400.9
15-May-17,9433.55,9449.25,9423.1,145163953,7790.97,9445.4
16-May-17,9461,9517.2,9456.35,171709433,9209.89,9512.25
17-May-17,9517.6,9532.6,9486.1,211856040,10726.23,9525.75
18-May-17,9453.2,9489.1,9418.1,199340647,10782.46,9429.45
19-May-17,9469.9,9505.75,9390.75,259861396,11544.77,9427.9
22-May-17,9480.25,9498.65,9427.9,202874757,9432.97,9438.25
23-May-17,9445.05,9448.05,9370,231345629,11553.27,9386.15
24-May-17,9410.9,9431.9,9341.65,218265181,11045.95,9360.55
25-May-17,9384.05,9523.3,9379.2,298147347,16964.26,9509.75
26-May-17,9507.75,9604.9,9495.4,225647631,11204.36,9595.1
29-May-17,9560.05,9637.75,9547.7,242266034,12484.61,9604.9
30-May-17,9590.65,9635.3,9581.2,199894193,9765.4,9624.55
31-May-17,9636.55,9649.6,9609.25,427053433,19605.94,9621.25
01-Jun-17,9603.55,9634.65,9589.9,181533283,9482.61,9616.1
02-Jun-17,9657.15,9673.5,9637.45,167195027,8564.3,9653.5
05-Jun-17,9656.3,9687.2,9640.7,131685021,7192.24,9675.1
06-Jun-17,9704.25,9709.3,9630.2,150379695,8416.55,9637.15
07-Jun-17,9663.95,9678.55,9630.55,165669924,8989.36,9663.9
08-Jun-17,9682.4,9688.7,9641.5,160165459,8822.63,9647.25
09-Jun-17,9638.55,9676.25,9608.15,163897548,9078.71,9668.25
12-Jun-17,9646.7,9647.05,9598.5,145786938,7686.89,9616.4
